,title,region,number_of_rooms,quadrat,price,date,Neighborhood
8094,Banesa 73m2 me qira te Muharrem Fejza ROZI,Prishtine,1,73m 2,320 €,07/10/2022,Muharrem Fejza
8095,Banesa 65m2 me qira ne Kalabri - Emshir ROZI,Prishtine,1,65m 2,350 €,07/10/2022,Kalabria
8096,Banesë me qira në Rrugën B,Prishtine,2,60m 2,400 €,06/10/2022,
8097,Banese super luksoze me qira ne bregun e diellit te Sunny Hill caffe,Prishtine,2,70m 2,350 €,06/10/2022,Kodra e Diellit
8098,Ofrohet për Qiradhënie Banesa luksoze me ndërtim shumë cilësor në lagjen Bregu i Diellit në Prishtinë.,Prishtine,3,90m 2,600 €,06/10/2022,Kodra e Diellit
8099,Banese me qera ne Fushkosove.,Prishtine,2,69m 2,250 €,06/10/2022,Fushe Kosove
8100,Banesë me qira në Ulpianë📍,Prishtine,2,60m 2,280 €,06/10/2022,Ulpiana
8101,SHITET Banesa në Rrugen C,Prishtine,3,84m 2,"85,000 €",06/10/2022,Rruga C
8102,Banese super luksoze me qera bregun e diellit te Sunny Hill caffe,Prishtine,2,70m 2,350 €,06/10/2022,Kodra e Diellit
8103,Ofrohet për Qiradhënie Banesa luksoze me ndërtim shumë cilësor në lagjen Bregu i Diellit në Prishtinë.,Prishtine,3,90m 2,600 €,06/10/2022,Kodra e Diellit
8104,Banesë me qira në Rrugën B,Prishtine,2,60m 2,400 €,06/10/2022,
8105,Banese super luksoze me qera ne Bregun e diellit te Sunny hill caffe,Prishtine,2,70m 2,350 €,06/10/2022,Kodra e Diellit
8106,Ofrohet për Qiradhënie Banesa luksoze me ndërtim shumë cilësor në lagjen Bregu i Diellit në Prishtinë.,Prishtine,3,90m 2,650 €,06/10/2022,Kodra e Diellit
8107,Banese me qera ne lagjen Bregu i diellit,Prishtine,2,65m 2,250 €,06/10/2022,Kodra e Diellit
8108,"Banesë me qera në lagjen Ulpiana, pranë AAK-së #3108",Prishtine,3,60m 2,300 €,06/10/2022,Ulpiana
8109,Banese me qera ne lagjen Emshir.,Prishtine,4,93m 2,420 €,06/10/2022,Kalabria
8110,Banesë Zyre me qira në Lagjen e Spitalit📍,Prishtine,2,51m 2,200 €,06/10/2022,Lagjen e Spitalit
8111,Ofrohet me Qira Banesa 85m² ne Dragodan ! DREAM HOME,Prishtine,3,85m 2,420 €,06/10/2022,Arbëria (Dragodani)
8112,Banese super luksoze me qera ne Bregun e diellit te Sunny Hill caffe,Prishtine,2,70m 2,350 €,06/10/2022,Kodra e Diellit
8113,Ofrohet për Qira Banesa luksoze në lagjen Bregu i Diellit në Prishtinë,Prishtine,3,90m 2,600 €,06/10/2022,Kodra e Diellit
8114,Banesa 90m2 me qira te Mati 1 ROZI,Prishtine,2,90m 2,350 €,06/10/2022,Ulpiana 1
8115,Banesa 85m2 me qira te Bregu i Diellit ROZI,Prishtine,2,85m 2,450 €,06/10/2022,Kodra e Diellit
8116,"💢Ofrohet PËR QERA, Banesa në Prishtinë.💢",Prishtine,1,68m 2,450 €,06/10/2022,
8117,Garsoniere 30m2 me qira ne Ulpiane ROZI,Prishtine,1,30m 2,200 €,06/10/2022,Ulpiana
8118,Banesa 84m2 me qira prane Rruga B ROZI,Prishtine,2,84m 2,500 €,06/10/2022,Rruga B
8119,Banesa - Zyre 128m2 me qira te Rruga C ROZI,Prishtine,3,128m 2,350 €,06/10/2022,Rruga C
8120,Banesa 68m2 me qira ne Ulpiane ROZI,Prishtine,2,68m 2,300 €,06/10/2022,Ulpiana
8121,Banesa 42m2 me qira ne Qender ROZI,Prishtine,1,42m 2,200 €,06/10/2022,Qendra
8122,Banesë me qira në Bregun e Diellit📍,Prishtine,3,80m 2,390 €,06/10/2022,Kodra e Diellit
8123,Banesa me qera ne QENDER me parking privat!,Prishtine,2,65m 2,350 €,05/10/2022,Qendra
8124,Banesë me qira në Rrugen C📍,Prishtine,1,60m 2,350 €,05/10/2022,Rruga C
8125,Banesë me qira në Arbëri-Dragodan📍,Prishtine,2,80m 2,420 €,05/10/2022,Arbëria (Dragodani)
8126,Banesë me qira në Bregun e Diellit📍,Prishtine,2,80m 2,390 €,05/10/2022,Kodra e Diellit
8127,Shtëpi me qira në Veternik📍,Prishtine,3,140m 2,450 €,05/10/2022,Veternik
8128,Gasonjerk me Qira ne Bregun e Diellit,Prishtine,1,25m 2,150 €,05/10/2022,Kodra e Diellit
8129,Banes me qira Rruga B,Prishtine,3,0m 2,500 €,05/10/2022,Rruga B
8130,Banes me qira ne Ulpian,Prishtine,1,55m 2,250 €,05/10/2022,Ulpiana
8131,Banes me qira ne Ulpian,Prishtine,2,40m 2,250 €,05/10/2022,Ulpiana
8132,Banes me qira ne Arberi,Prishtine,2,85m 2,420 €,05/10/2022,Arbëria (Dragodani)
8133,Lokal me Qira,Prishtine,1,15m 2,200 €,05/10/2022,
8134,Banes me Qira ne Fush Kosove,Fushe Kosove,3,80m 2,600 €,05/10/2022,
8135,Banese me qera ne lagjen Ulpiana.,Prishtine,2,50m 2,250 €,05/10/2022,Ulpiana
8136,Banesë me qira në Bregun e Diellit,Prishtine,3,80m 2,390 €,05/10/2022,Kodra e Diellit
8137,Banesë me qira në Arbëri Dragodan📍,Prishtine,3,85m 2,420 €,05/10/2022,Arbëria (Dragodani)
8138,"Banesë me qera në lagjen Arbëria, pranë Stacionit të trenit #3076",Prishtine,3,120m 2,450 €,05/10/2022,Arbëria (Dragodani)
8139,Banes me Qira ne Fush Kosove,Fushe Kosove,2,85m 2,175 €,05/10/2022,
8140,leshohet banesa me qira ne fushkosov,Fushe Kosove,1,65m 2,230 €,05/10/2022,Fushe Kosove
8141,leshohet banesa me qira ne fushkosov,Fushe Kosove,2,85m 2,220 €,05/10/2022,Fushe Kosove
8142,leshohet banesa me qira ne fushkosov ne rrugen dardania,Fushe Kosove,1,76m 2,220 €,05/10/2022,Dardania
8143,jep banesen me qira ne fushkosov ne rrugen dardania,Fushe Kosove,1,67m 2,220 €,05/10/2022,Dardania
8144,Banesë me qira në Arbëri-Dragodan,Prishtine,3,85m 2,420 €,05/10/2022,Arbëria (Dragodani)
8145,BANESE 2 DHOMESHE ME QERA MBRAPA TEATRIT KOMBETAR,Prishtine,2,85m 2,300 €,05/10/2022,Mrapa Teatrit
8146,Banesë / Zyre me Qira në Qendër,Prishtine,3,80m 2,500 €,05/10/2022,Qendra
8147,Banesa 55m2 me qira te Qafa ROZI,Prishtine,1,55m 2,250 €,05/10/2022,Qafa
8148,Banese super luksoze me Qira ne Bregun e diellit te Sunny hill caffe,Prishtine,2,70m 2,350 €,05/10/2022,Kodra e Diellit
8149,Ofrohet për Qira Banesa luksoze në lagjen Bregu i Diellit në Prishtinë.,Prishtine,3,90m 2,600 €,05/10/2022,Kodra e Diellit
8150,Gasonjere me qera ne lagjen Ulpiana.,Prishtine,1,20m 2,180 €,04/10/2022,Ulpiana
8151,Banesë me qira në Arbëri,Prishtine,3,100m 2,800 €,04/10/2022,Arbëria (Dragodani)
8152,Gasonjere me qera ne lagjen Ulpiana.,Prishtine,1,30m 2,180 €,04/10/2022,Ulpiana
8153,Banes me qera ne lagjen Bregu i Diellit.,Prishtine,3,70m 2,400 €,04/10/2022,Kodra e Diellit
8154,"💢Ofrohet PËR QERA, Banesa në Prishtine/Aktash.💢",Prishtine,2,93m 2,500 €,04/10/2022,Aktash
8155,Banes me qera ne lagjen Mati I.,Prishtine,3,89m 2,450 €,04/10/2022,Ulpiana 1
8156,Banes me qera ne lagjen Mati I.,Prishtine,2,75m 2,350 €,04/10/2022,Ulpiana 1
8157,Banesa 66m2 me qira te Hotel Sirius ROZI,Prishtine,2,66m 2,450 €,04/10/2022,Siriusi
8158,Banesa 66m2 me qira ne Dardani ROZI,Prishtine,3,66m 2,300 €,03/10/2022,Dardania
8159,Banesë me qira në Lagjen e Spitalit📍,Prishtine,4,90m 2,400 €,03/10/2022,Lagjen e Spitalit
8160,Banesë me qira në Qendër📍,Prishtine,3,90m 2,360 €,03/10/2022,Qendra
8161,lehsohet banesa me qira ne fushkosov ne rrugen nen tereza,Fushe Kosove,1,67m 2,200 €,03/10/2022,Fushe Kosove
8162,Banesa me qera ne rrugen Muharrem Fejza.,Prishtine,3,80m 2,400 €,03/10/2022,Muharrem Fejza
8163,Banesë eksluzive me qira në Emshir-Kalabri,Prishtine,2,70m 2,400 €,03/10/2022,Kalabria
8164,Banesë me qira në Bregun e Diellit📍,Prishtine,2,90m 2,350 €,03/10/2022,Kodra e Diellit
8165,Banese me qera në Qendër📍,Prishtine,1,50m 2,240 €,03/10/2022,Qendra
8166,Banesë me qira në Arbëri - Dragodan,Prishtine,4,120m 2,800 €,03/10/2022,Arbëria (Dragodani)
8167,Banesë me qira në Qendër,Prishtine,3,90m 2,450 €,03/10/2022,Qendra
8168,Banesë me qira në Lagjen e Spitalit📍,Prishtine,1,70m 2,300 €,03/10/2022,Lagjen e Spitalit
8169,Banesë me qira në Qendër,Prishtine,3,90m 2,360 €,03/10/2022,Qendra
8170,Banesa me qera ne rrugen Muharrem Fejza.,Prishtine,2,73m 2,300 €,03/10/2022,Muharrem Fejza
8171,Banes me qira Rruga B,Prishtine,3,85m 2,350 €,03/10/2022,Rruga B
8172,Banes me qira Ulpian,Prishtine,1,27m 2,195 €,03/10/2022,Ulpiana
8173,Banes me Qira ne Lagjen e Muhaxherve,Prishtine,1,36m 2,180 €,03/10/2022,Lagjja e Muhaxherëve
8174,Banese me qera,Prishtine,3,107m 2,550 €,03/10/2022,
8175,Banesa 60m2 me qira prane Rruga B ROZI,Prishtine,1,60m 2,250 €,03/10/2022,Rruga B
8176,Banesa - Zyre 110m2 me qira te Rruga C ROZI,Prishtine,3,110m 2,300 €,03/10/2022,Rruga C
8177,Banesë me qira në Lagjen e Spitalit📍,Prishtine,4,130m 2,400 €,01/10/2022,Lagjen e Spitalit
8178,Banesë me qira në Qendër📍,Prishtine,2,60m 2,220 €,01/10/2022,Qendra
8179,Banesë me qira te Mati📍,Prishtine,1,55m 2,250 €,01/10/2022,Ulpiana 1
8180,Banesë me qira në Rrugën C📍,Prishtine,2,83m 2,350 €,01/10/2022,
8181,Banesa me qera ne rrugen B.,Prishtine,2,55m 2,250 €,01/10/2022,Rruga B
8182,"Banes me qira te Rr. B, ""M1""",Prishtine,3,85m 2,400 €,01/10/2022,
8183,Banesa me qera ne rrugen C.,Prishtine,3,83m 2,350 €,01/10/2022,Rruga C
8184,LESHOHET BANESA ME QIRA NE FUSHKOSOV NE RRUGEN DARDANIA,Fushe Kosove,2,85m 2,230 €,01/10/2022,Dardania
8185,leshohet banesa me qira ne fushkosov NE RRUGEN DARDANIA,Fushe Kosove,1,70m 2,220 €,01/10/2022,Dardania
8186,LESHOHET BANESA ME QIRA NE FUSHKOSOV TEK ZYRET E MODEL SLLOVENIS,Fushe Kosove,2,86m 2,250 €,01/10/2022,Fushe Kosove
8187,leshohet banesa me qira ne fushkosov,Fushe Kosove,1,61m 2,200 €,01/10/2022,Fushe Kosove
8188,"Banesë me qera në lagjen Arbëria ( Dragodan ), banesat e tregtisë #3099",Prishtine,4,117m 2,500 €,01/10/2022,Arbëria (Dragodani)
8189,"Banesë me qera në lagjen Tokbashqe, afër Shkollës Gjergj Fishta #3106",Prishtine,2,76m 2,260 €,01/10/2022,
8190,Banesa me qera ne rrugen B.,Prishtine,2,55m 2,230 €,01/10/2022,Rruga B
8191,Banesë Zyre me qira në Bregun e Diellit📍,Prishtine,2,68m 2,300 €,30/09/2022,Kodra e Diellit
8192,Banesë me qira në Rrugën B📍,Prishtine,1,60m 2,250 €,30/09/2022,
8193,Banesë me qira në Qendër,Prishtine,2,80m 2,500 €,30/09/2022,Qendra
8194,Banesë me qira në Qendër,Prishtine,2,85m 2,350 €,30/09/2022,Qendra
8195,Banesë Zyre me qira në Lagjen e Spitalit📍,Prishtine,3,100m 2,250 €,30/09/2022,Lagjen e Spitalit
8196,Banesë Zyre me qira në Lagjen e Spitalit📍,Prishtine,2,100m 2,250 €,30/09/2022,Lagjen e Spitalit
8197,Banes Me Qira 66m2 Ne Breg Diellit @Prishtina038,Prishtine,2,66m 2,320 €,30/09/2022,Kodra e Diellit
8198,Gasonjere me qera ne lagjen Mati 1.,Prishtine,1,40m 2,150 €,30/09/2022,Ulpiana 1
8199,Banesa me qera ne lagjen Bregu i Diellit.,Prishtine,2,66m 2,320 €,30/09/2022,Kodra e Diellit
8200,Banesë me qira tek Parku Qytetit,Prishtine,3,90m 2,350 €,30/09/2022,
8201,Banesa me qera per zyre ne Rrugen B.,Prishtine,3,93m 2,550 €,30/09/2022,Rruga B
8202,Banesa me qera ne Lagjen Arberia.,Prishtine,4,107m 2,550 €,30/09/2022,Arbëria (Dragodani)
8203,leshohet banesa me qira ne fushkosov te hotel sonoma,Prishtine,2,65m 2,240 €,30/09/2022,Fushe Kosove
8204,Banesë me qira në Qendër,Prishtine,3,80m 2,300 €,30/09/2022,Qendra
8205,Banesë me qira në Qendër,Prishtine,4,100m 2,400 €,30/09/2022,Qendra
8206,Banesë me qira në Bregun e Diellit📍,Prishtine,2,66m 2,320 €,30/09/2022,Kodra e Diellit
8207,Penthouse Zyre me qira në Lagjen e Spitalit📍,Prishtine,7,380m 2,"1,100 €",30/09/2022,Lagjen e Spitalit
8208,"💢Ofrohet PËR QERA, Banesa në Prishtine/Ulpiane💢",Prishtine,1,55m 2,250 €,30/09/2022,Ulpiana
8209,Ofrohet me Qira Banesa Moderne 90m² ne Dragodan ! DREAM HOME,Prishtine,3,90m 2,530 €,30/09/2022,Arbëria (Dragodani)
8210,Penthouse - Zyre me qira në Lagjen e Spitalit📍,Prishtine,7,380m 2,"1,100 €",29/09/2022,Lagjen e Spitalit
8211,Banesë me qira në Qender📍,Prishtine,2,80m 2,500 €,29/09/2022,Qendra
8212,Banesë me qira në Arbëri - Dragodan📍,Prishtine,2,80m 2,350 €,29/09/2022,Arbëria (Dragodani)
8213,leshohet banesa me qira ne fushkosov ne rrugen eliza,Fushe Kosove,2,98m 2,230 €,29/09/2022,Fushe Kosove
8214,Banesë me qira në Lagjen e Spitalit,Prishtine,2,60m 2,300 €,29/09/2022,Lagjen e Spitalit
8215,Banesë me qira në Emshir-Kalabri,Prishtine,3,90m 2,470 €,29/09/2022,Kalabria
8216,Banesë me qira në Rrugën B,Prishtine,3,80m 2,500 €,29/09/2022,
8217,Banesë eksluzive me qira në Emshir-Kalabri,Prishtine,2,60m 2,400 €,29/09/2022,Kalabria
8218,Banesë / Zyre me qira në Rrugen B📍,Prishtine,3,80m 2,400 €,29/09/2022,Rruga B
8219,PENTHOUSE me qira në Tophane,Prishtine,4,120m 2,350 €,29/09/2022,Tophane
8220,Banesë me qira në Arbëri Dragodan📍,Prishtine,3,90m 2,530 €,29/09/2022,Arbëria (Dragodani)
8221,Banesa me qera ne rrugen C.,Prishtine,2,65m 2,300 €,29/09/2022,Rruga C
8222,Penthouse me qera per zyre ne lagjen Mati 1.,Prishtine,7,380m 2,"1,200 €",29/09/2022,Ulpiana 1
8223,Banesë me qira në Emshir-Kalabri,Prishtine,4,120m 2,400 €,29/09/2022,Kalabria
8224,"Banesë/Zyre me qera në lagjen Qendër, rrug. Agim Ramadani, përball bankës TEB #3091",Prishtine,3,70m 2,600 €,29/09/2022,Qendra
8225,"Banesë me qera në lagjen Mati 1, te Pozhegu Brothers #3081",Prishtine,2,65m 2,400 €,29/09/2022,Ulpiana 1
8226,Banesë me qira në Arbëri Dragodan📍,Prishtine,3,90m 2,530 €,29/09/2022,Arbëria (Dragodani)
8227,LESHOHET BANESA ME QERA NE QENDER TE PRISHTINES,Prishtine,3,90m 2,600 €,29/09/2022,Qendra
8228,Banesa 40m2 me qira te Bregu i Diellit ROZI,Prishtine,1,40m 2,200 €,29/09/2022,Kodra e Diellit
8229,Banesa 90m2 me qira te Bregu i Diellit ROZI,Prishtine,2,90m 2,400 €,29/09/2022,Kodra e Diellit
8230,PENTHOUSE me qira në Tophane📍,Prishtine,4,120m 2,350 €,28/09/2022,Tophane
8231,Banesë Zyre me qira në Rrugen B📍,Prishtine,3,80m 2,400 €,28/09/2022,Rruga B
8232,Banesë me qira në Emshir-Kalabri📍,Prishtine,3,90m 2,90 €,28/09/2022,Kalabria
8233,Banes Me Qira 80m2 Ne Dragodan @Prishtina038,Prishtine,3,80m 2,350 €,28/09/2022,Arbëria (Dragodani)
8234,Banes Me Qira 60m2 Ne Qender @ Prishtina038,Prishtine,3,60m 2,500 €,28/09/2022,Qendra
8235,Banesa 100m2 me qira te Muhaxheret ROZI,Prishtine,3,100m 2,450 €,28/09/2022,Lagjja e Muhaxherëve
8236,Banesë me qira në Emshir Kalabri📍,Prishtine,4,120m 2,400 €,28/09/2022,Kalabria
8237,Ofrohet me Qira Banesa 87m² ne Qender ! DREAM HOME,Prishtine,4,87m 2,350 €,28/09/2022,Qendra
8238,leshohet banesa me qira ne fushkosov ne rrugen dardania te meridiani,Fushe Kosove,2,89m 2,220 €,28/09/2022,Dardania
8239,Banesë eksluzive me qira në Emshir-Kalabri,Prishtine,2,70m 2,400 €,28/09/2022,Kalabria
8240,Lëshohet banesa me qera lokacioni qendër!,Prishtine,4,105m 2,600 €,28/09/2022,Qendra
8241,Banesë me qira në Rrugën B,Prishtine,3,80m 2,500 €,28/09/2022,
8242,Banesë me qira në Emshir-Kalabri📍,Prishtine,3,90m 2,470 €,28/09/2022,Kalabria
8243,Banes me qira ne Dragodan,Prishtine,2,90m 2,350 €,28/09/2022,Arbëria (Dragodani)
8244,Banes me qira ne Lagjen e Spitalit,Prishtine,2,87m 2,300 €,28/09/2022,Lagjen e Spitalit
8245,Banesë me qira në Emshir-Kalabri,Prishtine,4,120m 2,400 €,28/09/2022,Kalabria
8246,"Banesë me qira në Bregun e Diellit, tek Ambulanta",Prishtine,3,80m 2,400 €,28/09/2022,Kodra e Diellit
8247,Kat shtëpie me qira në Taslixhe📍,Prishtine,3,110m 2,400 €,27/09/2022,
8248,SHTEPI me qira në Taslixhe📍,Prishtine,9,300m 2,"2,200 €",27/09/2022,
8249,Banesë me qira në Lagjen e Spitalit📍,Prishtine,1,77m 2,300 €,27/09/2022,Lagjen e Spitalit
8250,Banesa me qera ne lagjen Arberia.,Prishtine,2,90m 2,530 €,27/09/2022,Arbëria (Dragodani)
8251,Banes Me Qira 115 m2 Ne Dragodan @ Prishtina038,Prishtine,4,115m 2,500 €,27/09/2022,Arbëria (Dragodani)
8252,Banese me qera ne lagjen Aktash.,Prishtine,2,80m 2,200 €,27/09/2022,Aktash
8253,Banes Me Qira 86m2 Ne Lagjjen Mati 1 @Prishtina038,Prishtine,3,86m 2,300 €,27/09/2022,Ulpiana 1
8254,Banes Me Qira 90m2 Ne Breg Diellit @Prishtina038,Prishtine,3,90m 2,400 €,27/09/2022,Kodra e Diellit
8255,SHTEPI me qira në Taslixhe,Prishtine,9,300m 2,"2,200 €",27/09/2022,
8256,Banesa me qera ne rrugen B.,Prishtine,2,60m 2,250 €,27/09/2022,Rruga B
8257,Banesa me qera ne tek Qafa .,Prishtine,2,56m 2,250 €,27/09/2022,Qafa
8258,Banesë me qira te Qafa📍,Prishtine,1,60m 2,250 €,27/09/2022,Qafa
8259,Banesë me qira te Qafa,Prishtine,2,70m 2,250 €,27/09/2022,Qafa
8260,BANESE ME QERA PER ZYRE NE SHESH,Prishtine,2,65m 2,400 €,27/09/2022,
8261,"BANESË ME QERA PËR QENDRIM AFATSHKURTËR - (DITË, JAVË, MUAJ)",Prishtine,2,60m 2,28 €,27/09/2022,
8262,"Banesë me qera në lagjen Qendër, prapa Bankes TEB, rruga Shaban Polluzha #3092",Prishtine,2,65m 2,350 €,27/09/2022,Qendra
8263,Banesa 77m2 me qira ne Qender ROZI,Prishtine,3,77m 2,350 €,27/09/2022,Qendra
8264,Banesa 58m2 me qira ne Qender ROZI,Prishtine,1,58m 2,500 €,27/09/2022,Qendra
8265,Banesa 67m2 me qira te Bregu i Diellit ROZI,Prishtine,1,67m 2,300 €,27/09/2022,Kodra e Diellit
8266,Banesa 80m2 me qira ne Arberi - Dragodan ROZI,Prishtine,2,80m 2,350 €,27/09/2022,Arbëria (Dragodani)
8267,Banesa 65m2 me qira ne Tophane ROZI,Prishtine,1,65m 2,250 €,27/09/2022,Tophane
8268,Banesë me qira në Lagjen e Spitalit📍,Prishtine,1,60m 2,300 €,26/09/2022,Lagjen e Spitalit
8269,Banesë me qira në Ulpianë📍,Prishtine,2,70m 2,400 €,26/09/2022,Ulpiana
8270,Banese me qira ne Ulpiane,Prishtine,1,60m 2,250 €,26/09/2022,Ulpiana
8271,Leshohet bamesa me qera,Prishtine,3,120m 2,250 €,26/09/2022,
8272,Banesa me qera tek Xhamia e Llapit.,Prishtine,2,50m 2,200 €,26/09/2022,Qendra
8273,Banesa me qera ne rrugen B.,Prishtine,2,60m 2,250 €,26/09/2022,Rruga B
8274,Banesa me qera ne Fushkosove.,Prishtine,2,55m 2,200 €,26/09/2022,Fushe Kosove
8275,Banesë me qira në Qender,Prishtine,3,80m 2,500 €,26/09/2022,Qendra
8276,Banesë / Zyre me qira në Bregun e Diellit,Prishtine,4,110m 2,300 €,26/09/2022,Kodra e Diellit
8277,Banesë me qira mbi shkollen Sami Frasheri📍,Prishtine,4,100m 2,350 €,26/09/2022,Sami Frasheri
8278,Ofrohet me Qira Banesa Moderne 90m² ne Dragodan ! DREAM HOME,Prishtine,3,90m 2,500 €,26/09/2022,Arbëria (Dragodani)
8279,"Banesë me qera në lagjen Emshir, pranë UBT-së #3047",Prishtine,2,64m 2,250 €,26/09/2022,Kalabria
8280,"Banesë me qera në lagjen Arbëria, pranë Five Star #3046",Prishtine,3,80m 2,400 €,26/09/2022,Arbëria (Dragodani)
8281,Banese me qira,Prishtine,2,40m 2,300 €,26/09/2022,
8282,"Banesë me qira te Muhaxherët, Te Besa Commerce",Prishtine,4,101m 2,400 €,26/09/2022,
8283,Banesa 110m2 me qira te Muharrem Fejza ROZI,Prishtine,3,110m 2,550 €,26/09/2022,Muharrem Fejza
8284,"Leshoj Banesen me qera: Te parku, hymja perball bustit Isa Kastrati",Prishtine,3,50m 2,250 €,25/09/2022,
8285,Ofrohet me Qira Banesa 69m² ne Velani ! DREAM HOME,Prishtine,3,69m 2,330 €,24/09/2022,Velania
8286,Ofrohet me Qira Banesa 90m² ne Breg Diellit ! DREAM HOME,Prishtine,3,90m 2,400 €,24/09/2022,Kodra e Diellit
8287,Ofrohet me Qira Banesa 120m² ne Ulpiane ! DREAM HOME,Prishtine,4,120m 2,450 €,24/09/2022,Ulpiana
8288,Banesë me qira në Aktash,Prishtine,3,90m 2,750 €,24/09/2022,Aktash
8289,Banesë Duplex me qira në Mati 1,Prishtine,4,110m 2,550 €,24/09/2022,Ulpiana 1
8290,leshohet kati i shtepis me qera te muhaxhert afer hotel afa,Prishtine,1,45m 2,180 €,24/09/2022,
8291,jepet banesa me qera ne fushkosov,Fushe Kosove,1,65m 2,200 €,24/09/2022,Fushe Kosove
8292,jepet banes me qera ne fushkosov,Fushe Kosove,2,70m 2,250 €,24/09/2022,Fushe Kosove
8293,leshohet babnesa me qira ne ulpian te shkolla hasan prishtina,Prishtine,1,65m 2,249 €,24/09/2022,Ulpiana
8294,Banesë / Zyre me qira në Bregun e Diellit📍,Prishtine,3,110m 2,300 €,23/09/2022,Kodra e Diellit
8295,Banesë - Zyre me qira në Arbëri - Dragodan📍,Prishtine,2,92m 2,400 €,23/09/2022,Arbëria (Dragodani)
8296,Banesë / Zyre me qira në Bregun e Diellit,Prishtine,4,110m 2,300 €,23/09/2022,Kodra e Diellit
8297,Banesa me qera ne rrugen C.,Prishtine,3,87m 2,350 €,23/09/2022,Rruga C
8298,Banese me qira ne Aktash,Prishtine,3,80m 2,400 €,23/09/2022,Aktash
8299,Banese me qira ne Arberi,Prishtine,3,107m 2,550 €,23/09/2022,Arbëria (Dragodani)
8300,Banese me qira ne lagjen e Spitalit,Prishtine,3,80m 2,350 €,23/09/2022,Lagjen e Spitalit
8301,Banese me qira ne lagjen Bregu i Diellit,Prishtine,2,75m 2,300 €,23/09/2022,Kodra e Diellit
8302,Banese me qira te Sllovenia Sporti,Prishtine,1,60m 2,200 €,23/09/2022,Sllovenia e Sportit
8303,Banese me qira ne lagjen e Spitalit,Prishtine,2,85m 2,300 €,23/09/2022,Lagjen e Spitalit
8304,Banese me qira ne Rrugen B,Prishtine,3,120m 2,500 €,23/09/2022,Rruga B
8305,Banese me qira ne Arberi,Prishtine,1,60m 2,280 €,23/09/2022,Arbëria (Dragodani)
8306,Banese me qira ne Emshir,Prishtine,1,60m 2,240 €,23/09/2022,Kalabria
8307,Banese me qira Te Qafa,Prishtine,1,60m 2,300 €,23/09/2022,Qafa
8308,Banesa me qera per zyre tek lagjia e Muhagjereve.,Prishtine,3,88m 2,500 €,23/09/2022,
8309,Banesa me qera ne lagjen Bregu i Diellit.,Prishtine,3,90m 2,400 €,23/09/2022,Kodra e Diellit
8310,Banesë me qira në Mati 1,Prishtine,3,90m 2,450 €,23/09/2022,Ulpiana 1
8311,Banesë Eksluzive me qira në Qendër,Prishtine,3,80m 2,450 €,23/09/2022,Qendra
8312,Banes me Qira ne Lagjen e Muhaxherve,Prishtine,3,100m 2,450 €,23/09/2022,Lagjja e Muhaxherëve
8313,Banesa - Zyre 65m2 me qira te Rruga C ROZI,Prishtine,1,65m 2,250 €,23/09/2022,Rruga C
8314,Banesa 115m2 me qira ne Arberi - Dragodan ROZI,Prishtine,3,115m 2,800 €,23/09/2022,Arbëria (Dragodani)
8315,Banesa 55m2 me qira ne Kalabri - Emshir ROZI,Prishtine,1,55m 2,230 €,23/09/2022,Kalabria
8316,Banesë me qira në Arbëri📍,Prishtine,3,80m 2,400 €,22/09/2022,Arbëria (Dragodani)
8317,"Banesë me qira në Bregun e Diellit, tek Ambulanta",Prishtine,3,90m 2,400 €,22/09/2022,Kodra e Diellit
8318,Banesë me qira në Velani📍,Prishtine,3,80m 2,330 €,22/09/2022,Velania
8319,"Banesë me qira në Velani, objekti ""Panorama""",Prishtine,3,80m 2,330 €,22/09/2022,Velania
8320,Banes me Qira Arberi-Dragodan,Prishtine,3,90m 2,550 €,22/09/2022,Arbëria (Dragodani)
8321,"Banesë me qira në Emshir-Kalabri, afër UBT-s",Prishtine,2,60m 2,250 €,22/09/2022,Kalabria
8322,"Banesë me qira në Ulpianë, tek LESNA",Prishtine,3,80m 2,500 €,22/09/2022,Ulpiana
8323,Banes me Qira ne Fush Kosove,Fushe Kosove,2,80m 2,250 €,22/09/2022,
8324,Banesë me qira në Arbëri📍,Prishtine,2,77m 2,400 €,22/09/2022,Arbëria (Dragodani)
8325,Banesë me qira në Arbëri📍,Prishtine,3,77m 2,400 €,22/09/2022,Arbëria (Dragodani)
